releaseNo,releaseNoY,year,numbers,total,avg,single,prize,wonPersonCount
1,109102,2020/11/24(星期二),05293638444523,197,33,3單3雙,0,0
2,109101,2020/11/20(星期五),16272935374831,192,32,4單2雙,0,0
3,109100,2020/11/17(星期二),06141820384129,137,23,1單5雙,0,0
4,109099,2020/11/13(星期五),07091215252947,97,16,5單1雙,0,0
5,109098,2020/11/10(星期二),05171921282943,119,20,5單1雙,0,0
6,109097,2020/11/6(星期五),05092539444602,168,28,4單2雙,0,0
7,109096,2020/11/3(星期二),06111530324429,138,23,2單4雙,0,0
8,109095,2020/10/30(星期五),06101319404507,133,22,3單3雙,0,0
9,109094,2020/10/27(星期二),02091928303235,120,20,2單4雙,0,0
10,109093,2020/10/23(星期五),03092025263539,118,20,4單2雙,0,0
11,109092,2020/10/20(星期二),05171828303913,137,23,3單3雙,0,0
12,109091,2020/10/16(星期五),07252833444719,184,31,4單2雙,0,0
13,109090,2020/10/13(星期二),01031527394120,126,21,6單0雙,74238386,2
14,109089,2020/10/9(星期五),02071925424706,142,24,4單2雙,0,0
15,109088,2020/10/6(星期二),04052223344037,128,21,2單4雙,0,0
16,109087,2020/10/2(星期五),11151618242646,110,18,2單4雙,0,0
17,109086,2020/9/29(星期二),01070833424731,138,23,4單2雙,0,0
18,109085,2020/9/25(星期五),10313536394827,199,33,3單3雙,92021586,1
19,109084,2020/9/22(星期二),03040508242907,73,12,3單3雙,0,0
20,109083,2020/9/18(星期五),03293032434435,181,30,3單3雙,0,0
21,109082,2020/9/15(星期二),07162932374821,169,28,3單3雙,91114911,1
22,109081,2020/9/11(星期五),01262939484909,192,32,4單2雙,0,0
23,109080,2020/9/8(星期二),01020920264836,106,18,2單4雙,0,0
24,109079,2020/9/4(星期五),02091113394335,117,20,5單1雙,0,0
25,109078,2020/9/1(星期二),01020608384324,98,16,2單4雙,126959210,1
26,109077,2020/8/28(星期五),13141922233624,127,21,3單3雙,0,0
27,109076,2020/8/25(星期二),02232835464833,182,30,2單4雙,0,0
28,109075,2020/8/21(星期五),05144044454632,194,32,2單4雙,0,0
29,109074,2020/8/18(星期二),04223043454715,191,32,3單3雙,0,0
30,109073,2020/8/14(星期五),16202425313337,149,25,3單3雙,0,0
31,109072,2020/8/11(星期二),08124042444705,193,32,1單5雙,128068129,1
32,109071,2020/8/7(星期五),06091940444501,163,27,3單3雙,0,0
33,109070,2020/8/4(星期二),01051119313306,100,17,6單0雙,0,0
34,109069,2020/7/31(星期五),16171819334525,148,25,4單2雙,0,0
35,109068,2020/7/28(星期二),08102223293502,127,21,3單3雙,0,0
36,109067,2020/7/24(星期五),02202124353709,139,23,3單3雙,0,0
37,109066,2020/7/21(星期二),03162531333614,144,24,4單2雙,133174768,1
38,109065,2020/7/17(星期五),05061525304129,122,20,4單2雙,0,0
39,109064,2020/7/14(星期二),04102429324943,148,25,2單4雙,0,0
40,109063,2020/7/10(星期五),04052227464941,153,26,3單3雙,0,0
41,109062,2020/7/7(星期二),04172234444613,167,28,1單5雙,0,0
42,109061,2020/7/3(星期五),13192024404533,161,27,3單3雙,155242715,1
43,109060,2020/6/30(星期二),26293143464906,224,37,4單2雙,0,0
44,109059,2020/6/26(星期五),10121637404105,156,26,2單4雙,0,0
45,109058,2020/6/23(星期二),01021622274513,113,19,3單3雙,0,0
46,109057,2020/6/19(星期五),01151625434606,146,24,4單2雙,0,0
47,109056,2020/6/16(星期二),06132023294642,137,23,3單3雙,106096409,1
48,109055,2020/6/12(星期五),01062830334827,146,24,2單4雙,0,0
49,109054,2020/6/9(星期二),08172835364741,171,29,3單3雙,0,0
50,109053,2020/6/5(星期五),03050824264919,115,19,3單3雙,0,0
51,109052,2020/6/2(星期二),01062225334819,135,23,3單3雙,158264644,1
52,109051,2020/5/29(星期五),31353940454941,239,40,5單1雙,0,0
53,109050,2020/5/26(星期二),01052529333819,131,22,5單1雙,0,0
54,109049,2020/5/22(星期五),03071013394629,118,20,4單2雙,0,0
55,109048,2020/5/19(星期二),27323340434437,219,37,3單3雙,0,0
56,109047,2020/5/15(星期五),06113140424543,175,29,3單3雙,0,0
57,109046,2020/5/12(星期二),01050811353626,96,16,4單2雙,0,0
58,109045,2020/5/8(星期五),08091024273133,109,18,3單3雙,0,0
59,109044,2020/5/5(星期二),17192436434926,188,31,4單2雙,936721938,1
60,109043,2020/5/1(星期五),05182534484945,179,30,3單3雙,0,0
61,109042,2020/4/28(星期二),16293639434842,211,35,3單3雙,0,0
62,109041,2020/4/24(星期五),07101415173945,102,17,4單2雙,0,0
63,109040,2020/4/21(星期二),01022933454739,157,26,5單1雙,0,0
64,109039,2020/4/17(星期五),01213133424422,172,29,4單2雙,0,0
65,109038,2020/4/14(星期二),17192126334512,161,27,5單1雙,0,0
66,109037,2020/4/10(星期五),13334147484901,231,39,5單1雙,0,0
67,109036,2020/4/7(星期二),04071218274423,112,19,2單4雙,0,0
68,109035,2020/4/3(星期五),02173243454734,186,31,4單2雙,0,0
69,109034,2020/3/31(星期二),06212634364923,172,29,2單4雙,0,0
70,109033,2020/3/27(星期五),02081016234941,108,18,2單4雙,0,0
71,109032,2020/3/24(星期二),10121629414501,153,26,3單3雙,0,0
72,109031,2020/3/20(星期五),01081343464829,159,27,3單3雙,0,0
73,109030,2020/3/17(星期二),10172829434704,174,29,4單2雙,0,0
74,109029,2020/3/13(星期五),14223233344931,184,31,2單4雙,0,0
75,109028,2020/3/10(星期二),01041225343742,113,19,3單3雙,0,0
76,109027,2020/3/6(星期五),08121315163045,94,16,2單4雙,0,0
77,109026,2020/3/3(星期二),08101117284240,116,19,2單4雙,0,0
78,109025,2020/2/28(星期五),02091827464825,150,25,2單4雙,0,0
79,109024,2020/2/25(星期二),01020844474809,150,25,2單4雙,0,0
80,109023,2020/2/21(星期五),13152734353931,163,27,5單1雙,0,0
81,109022,2020/2/18(星期二),04133135374249,162,27,4單2雙,0,0
82,109021,2020/2/14(星期五),07132333353609,147,25,5單1雙,0,0
83,109020,2020/2/11(星期二),09222337434638,180,30,4單2雙,0,0
84,109019,2020/2/7(星期五),05151922304231,133,22,3單3雙,373349607,1
85,109018,2020/2/4(星期二),03232728374808,166,28,4單2雙,0,0
86,109017,2020/2/2(星期日),03161730333729,136,23,4單2雙,0,0
87,109016,2020/2/1(星期六),02101220263428,104,17,0單6雙,0,0
88,109015,2020/1/31(星期五),14161928324901,158,26,2單4雙,0,0
89,109014,2020/1/30(星期四),06243541464909,201,34,3單3雙,0,0
90,109013,2020/1/29(星期三),01040914154932,92,15,4單2雙,0,0
91,109012,2020/1/28(星期二),02031320283840,104,17,2單4雙,0,0
92,109011,2020/1/27(星期一),09122333394524,161,27,5單1雙,122573349,1
93,109010,2020/1/26(星期日),03282935414748,183,31,5單1雙,0,0
94,109009,2020/1/25(星期六),05131631414509,151,25,5單1雙,243853927,1
95,109008,2020/1/24(星期五),07131821384403,141,24,3單3雙,0,0
96,109007,2020/1/23(星期四),13182330444837,176,29,2單4雙,0,0
97,109006,2020/1/21(星期二),17223038444836,199,33,1單5雙,0,0
98,109005,2020/1/17(星期五),07092042444508,167,28,3單3雙,0,0
99,109004,2020/1/14(星期二),07203437384718,183,31,3單3雙,247539944,1
100,109003,2020/1/10(星期五),04071217333811,111,19,3單3雙,0,0
101,109002,2020/1/7(星期二),01050815163807,83,14,3單3雙,0,0
102,109001,2020/1/3(星期五),16181929304710,159,27,3單3雙,0,0
103,108112,2019/12/31(星期二),10142638394708,174,29,2單4雙,0,0
104,108111,2019/12/27(星期五),17182532434505,180,30,4單2雙,0,0
105,108110,2019/12/24(星期二),09183145484922,200,33,4單2雙,0,0
106,108109,2019/12/20(星期五),16212228324624,165,28,1單5雙,0,0
107,108108,2019/12/17(星期二),09212731384903,175,29,5單1雙,0,0
108,108107,2019/12/13(星期五),07122631374917,162,27,4單2雙,0,0
109,108106,2019/12/10(星期二),03081819414836,137,23,3單3雙,0,0
110,108105,2019/12/6(星期五),16182223244139,144,24,2單4雙,256401669,1
111,108104,2019/12/3(星期二),05091115364527,121,20,5單1雙,0,0
112,108103,2019/11/29(星期五),10212430354522,165,28,3單3雙,0,0
113,108102,2019/11/26(星期二),08101519364537,133,22,3單3雙,0,0
114,108101,2019/11/22(星期五),03182324264932,143,24,3單3雙,0,0
115,108100,2019/11/19(星期二),05153035384718,170,28,4單2雙,0,0
116,108099,2019/11/15(星期五),03061116264431,106,18,2單4雙,0,0
117,108098,2019/11/12(星期二),01192527314012,143,24,5單1雙,0,0
118,108097,2019/11/8(星期五),01030926404715,126,21,4單2雙,0,0
119,108096,2019/11/5(星期二),09132237404226,163,27,3單3雙,0,0
120,108095,2019/11/1(星期五),12152333414211,166,28,4單2雙,0,0
121,108094,2019/10/29(星期二),03101222364118,124,21,2單4雙,0,0
122,108093,2019/10/25(星期五),03081416263641,103,17,1單5雙,17838152,1
123,108092,2019/10/22(星期二),06172223324213,142,24,2單4雙,20198095,1
124,108091,2019/10/18(星期五),03233236394049,173,29,3單3雙,772753536,1
125,108090,2019/10/15(星期二),13212835373833,172,29,4單2雙,0,0
126,108089,2019/10/11(星期五),07121721303749,124,21,4單2雙,0,0
127,108088,2019/10/8(星期二),07131821263408,119,20,3單3雙,0,0
128,108087,2019/10/4(星期五),10212333424841,177,30,3單3雙,0,0
129,108086,2019/10/1(星期二),02091215204940,107,18,3單3雙,0,0
130,108085,2019/9/27(星期五),10212526353704,154,26,4單2雙,0,0
131,108084,2019/9/24(星期二),02161820223921,117,20,1單5雙,0,0
132,108083,2019/9/20(星期五),08172324313425,137,23,3單3雙,0,0
133,108082,2019/9/17(星期二),12182940414824,188,31,2單4雙,0,0
134,108081,2019/9/13(星期五),02071527373943,127,21,5單1雙,0,0
135,108080,2019/9/10(星期二),03121720293847,119,20,3單3雙,0,0
136,108079,2019/9/6(星期五),02141920264323,124,21,2單4雙,0,0
137,108078,2019/9/3(星期二),11132532334831,162,27,4單2雙,0,0
138,108077,2019/8/30(星期五),06263542444807,201,34,1單5雙,0,0
139,108076,2019/8/27(星期二),01040810454741,115,19,3單3雙,0,0
140,108075,2019/8/23(星期五),05171921424316,147,25,5單1雙,0,0
141,108074,2019/8/20(星期二),01161927354241,140,23,4單2雙,0,0
142,108073,2019/8/16(星期五),07083133414539,165,28,5單1雙,0,0
143,108072,2019/8/13(星期二),05212532364133,160,27,4單2雙,0,0
144,108071,2019/8/9(星期五),04131826414833,150,25,2單4雙,0,0
145,108070,2019/8/6(星期二),01102037384931,155,26,3單3雙,0,0
146,108069,2019/8/2(星期五),05344246484914,224,37,2單4雙,0,0
147,108068,2019/7/30(星期二),04122124333542,129,22,3單3雙,0,0
148,108067,2019/7/26(星期五),04113640414849,180,30,2單4雙,77511613,1
149,108066,2019/7/23(星期二),12143537424706,187,31,3單3雙,0,0
150,108065,2019/7/19(星期五),12172633353910,162,27,4單2雙,0,0
151,108064,2019/7/16(星期二),15303137394808,200,33,4單2雙,0,0
152,108063,2019/7/12(星期五),12141819374730,147,25,3單3雙,406785516,1
153,108062,2019/7/9(星期二),11172034374106,160,27,4單2雙,0,0
154,108061,2019/7/5(星期五),11173233384615,177,30,3單3雙,0,0
155,108060,2019/7/2(星期二),02041133394219,131,22,3單3雙,0,0
156,108059,2019/6/28(星期五),09131526313310,127,21,5單1雙,0,0
157,108058,2019/6/25(星期二),08203136384533,178,30,2單4雙,0,0
158,108057,2019/6/21(星期五),07122630313213,138,23,2單4雙,0,0
159,108056,2019/6/18(星期二),05162729334528,155,26,5單1雙,0,0
160,108055,2019/6/14(星期五),06101222243703,111,19,1單5雙,0,0
161,108054,2019/6/11(星期二),06313239404228,190,32,2單4雙,0,0
162,108053,2019/6/7(星期五),18222627303845,161,27,1單5雙,0,0
163,108052,2019/6/4(星期二),05061923434807,144,24,4單2雙,0,0
164,108051,2019/5/31(星期五),08152131364618,157,26,3單3雙,0,0
165,108050,2019/5/28(星期二),03112236384007,150,25,2單4雙,0,0
166,108049,2019/5/24(星期五),12131921293941,133,22,5單1雙,357526957,1
167,108048,2019/5/21(星期二),07101832414642,154,26,2單4雙,0,0
168,108047,2019/5/17(星期五),02071221234510,110,18,4單2雙,0,0
169,108046,2019/5/14(星期二),09152728404345,162,27,4單2雙,0,0
170,108045,2019/5/10(星期五),11172731333712,156,26,6單0雙,0,0
171,108044,2019/5/7(星期二),02142329354322,146,24,4單2雙,0,0
172,108043,2019/5/3(星期五),06071931324015,135,23,3單3雙,0,0
173,108042,2019/4/30(星期二),01041924474936,144,24,4單2雙,0,0
174,108041,2019/4/26(星期五),08242937444806,190,32,2單4雙,0,0
175,108040,2019/4/23(星期二),08141618303536,121,20,1單5雙,0,0
176,108039,2019/4/19(星期五),04112429324549,145,24,3單3雙,0,0
177,108038,2019/4/16(星期二),01142336394104,154,26,4單2雙,0,0
178,108037,2019/4/12(星期五),12263234454614,195,33,1單5雙,0,0
179,108036,2019/4/9(星期二),10363744454648,218,36,2單4雙,0,0
180,108035,2019/4/5(星期五),11282938434922,198,33,4單2雙,0,0
181,108034,2019/4/2(星期二),05283840414725,199,33,3單3雙,0,0
182,108033,2019/3/29(星期五),01031216294904,110,18,4單2雙,100000000,1
183,108032,2019/3/26(星期二),06131419243826,114,19,2單4雙,100000000,1
184,108031,2019/3/22(星期五),01121637414736,154,26,4單2雙,0,0
185,108030,2019/3/19(星期二),07161736474849,171,29,3單3雙,0,0
186,108029,2019/3/15(星期五),05101220283615,111,19,1單5雙,100000000,1
187,108028,2019/3/12(星期二),05072237404512,156,26,4單2雙,0,0
188,108027,2019/3/8(星期五),03111525314836,133,22,5單1雙,0,0
189,108026,2019/3/5(星期二),12131621424339,147,25,3單3雙,100000000,1
190,108025,2019/3/1(星期五),01081427404534,135,23,3單3雙,0,0
191,108024,2019/2/26(星期二),06172234384220,159,27,1單5雙,249454932,1
192,108023,2019/2/22(星期五),06202243454811,184,31,2單4雙,0,0
193,108022,2019/2/19(星期二),01030424324337,107,18,3單3雙,0,0
194,108021,2019/2/15(星期五),01034044464802,182,30,2單4雙,0,0
195,108020,2019/2/12(星期二),11161929304501,150,25,4單2雙,0,0
196,108019,2019/2/10(星期日),05081419224724,115,19,3單3雙,0,0
197,108018,2019/2/9(星期六),06081819203022,101,17,1單5雙,100000000,1
198,108017,2019/2/8(星期五),08131432364205,145,24,1單5雙,204965634,1
199,108016,2019/2/7(星期四),07212933404108,171,29,5單1雙,0,0
200,108015,2019/2/6(星期三),17232829323912,168,28,4單2雙,0,0
201,108014,2019/2/5(星期二),13183034454933,189,32,3單3雙,217864146,1
202,108013,2019/2/4(星期一),06082432343649,140,23,0單6雙,0,0
203,108012,2019/2/3(星期日),12242836374006,177,30,1單5雙,0,0
204,108011,2019/2/2(星期六),02072235464941,161,27,3單3雙,387277514,1
205,108010,2019/2/1(星期五),10172021324134,141,24,3單3雙,0,0
206,108009,2019/1/29(星期二),14202430444831,180,30,0單6雙,0,0
207,108008,2019/1/25(星期五),03101415204502,107,18,3單3雙,0,0
208,108007,2019/1/22(星期二),02203637424629,183,31,1單5雙,0,0
209,108006,2019/1/18(星期五),04051030394514,133,22,3單3雙,0,0
210,108005,2019/1/15(星期二),12203038404110,181,30,1單5雙,0,0
211,108004,2019/1/11(星期五),13202231344209,162,27,2單4雙,0,0
212,108003,2019/1/8(星期二),04192128394318,154,26,4單2雙,0,0
213,108002,2019/1/4(星期五),06070820474830,136,23,2單4雙,0,0
214,108001,2019/1/1(星期二),18232425394248,171,29,3單3雙,0,0
215,107108,2018/12/28(星期五),07111923354433,139,23,5單1雙,0,0
216,107107,2018/12/25(星期二),07262728303244,150,25,2單4雙,0,0
217,107106,2018/12/21(星期五),05192134414942,169,28,5單1雙,0,0
218,107105,2018/12/18(星期二),05081115333703,109,18,5單1雙,326381297,1
219,107104,2018/12/14(星期五),06091419384920,135,23,3單3雙,0,0
220,107103,2018/12/11(星期二),07121521274748,129,22,5單1雙,0,0
221,107102,2018/12/7(星期五),11202933343618,163,27,3單3雙,0,0
222,107101,2018/12/4(星期二),03061216172014,74,12,2單4雙,0,0
223,107100,2018/11/30(星期五),05142027294507,140,23,4單2雙,0,0
224,107099,2018/11/27(星期二),27333641434431,224,37,4單2雙,0,0
225,107098,2018/11/23(星期五),07202134374305,162,27,4單2雙,0,0
226,107097,2018/11/20(星期二),04313436404420,189,32,1單5雙,0,0
227,107096,2018/11/16(星期五),07112330384945,158,26,4單2雙,0,0
228,107095,2018/11/13(星期二),07213536424310,184,31,4單2雙,0,0
229,107094,2018/11/9(星期五),04121415224828,115,19,1單5雙,0,0
230,107093,2018/11/6(星期二),02052629383907,139,23,3單3雙,0,0
231,107092,2018/11/2(星期五),05161832414702,159,27,3單3雙,0,0
232,107091,2018/10/30(星期二),03092832394707,158,26,4單2雙,0,0
233,107090,2018/10/26(星期五),08102333414648,161,27,3單3雙,0,0
234,107089,2018/10/23(星期二),06091320424321,133,22,3單3雙,113819591,1
235,107088,2018/10/19(星期五),07182032424924,168,28,2單4雙,0,0
236,107087,2018/10/16(星期二),01243940464933,199,33,3單3雙,0,0
237,107086,2018/10/12(星期五),04060712202129,70,12,2單4雙,0,0
238,107085,2018/10/9(星期二),08131623354121,136,23,4單2雙,0,0
239,107084,2018/10/5(星期五),03091042444705,155,26,3單3雙,0,0
240,107083,2018/10/2(星期二),02081633424714,148,25,2單4雙,100000000,1
241,107082,2018/9/28(星期五),01020720273719,94,16,4單2雙,0,0
242,107081,2018/9/25(星期二),19252739404606,196,33,4單2雙,0,0
243,107080,2018/9/21(星期五),03051011294525,103,17,5單1雙,147051016,1
244,107079,2018/9/18(星期二),11233436414543,190,32,4單2雙,0,0
245,107078,2018/9/14(星期五),19293637454618,212,35,4單2雙,0,0
246,107077,2018/9/11(星期二),14161823254441,140,23,2單4雙,0,0
247,107076,2018/9/7(星期五),02081421374449,126,21,2單4雙,0,0
248,107075,2018/9/4(星期二),04061015424912,126,21,2單4雙,100000000,1
249,107074,2018/8/31(星期五),12153437434638,187,31,3單3雙,422503574,1
250,107073,2018/8/28(星期二),08101139424427,154,26,2單4雙,0,0
251,107072,2018/8/24(星期五),03070931394535,134,22,6單0雙,0,0
252,107071,2018/8/21(星期二),08121728313401,130,22,2單4雙,0,0
253,107070,2018/8/17(星期五),03141921354813,140,23,4單2雙,0,0
254,107069,2018/8/14(星期二),15161725344905,156,26,4單2雙,0,0
255,107068,2018/8/10(星期五),05071618364837,130,22,2單4雙,0,0
256,107067,2018/8/7(星期二),12131925304605,145,24,3單3雙,0,0
257,107066,2018/8/3(星期五),04063035404313,158,26,2單4雙,0,0
258,107065,2018/7/31(星期二),15202231353714,160,27,4單2雙,0,0
259,107064,2018/7/27(星期五),05121719354809,136,23,4單2雙,0,0
260,107063,2018/7/24(星期二),24252932424912,201,34,3單3雙,0,0
261,107062,2018/7/20(星期五),09121324394538,142,24,4單2雙,0,0
262,107061,2018/7/17(星期二),11202634414309,175,29,3單3雙,0,0
263,107060,2018/7/13(星期五),02142131424604,98,16,2單4雙,0,0
264,107059,2018/7/10(星期二),09112124394307,147,25,5單1雙,0,0
265,107058,2018/7/6(星期五),02032128324727,133,22,3單3雙,0,0
266,107057,2018/7/3(星期二),09112031344410,149,25,3單3雙,0,0
267,107056,2018/6/29(星期五),04132730374120,152,25,4單2雙,0,0
268,107055,2018/6/26(星期二),05091123374424,129,22,5單1雙,100000000,1
269,107054,2018/6/22(星期五),06071125263031,105,18,3單3雙,0,0
270,107053,2018/6/19(星期二),08092834374215,158,26,2單4雙,0,0
271,107052,2018/6/15(星期五),16252830444627,189,32,1單5雙,113925008,1
272,107051,2018/6/12(星期二),02031415353729,106,18,4單2雙,0,0
273,107050,2018/6/8(星期五),02091731324047,131,22,3單3雙,0,0
274,107049,2018/6/5(星期二),02172225264116,133,22,3單3雙,0,0
275,107048,2018/6/1(星期五),16262833424920,194,32,2單4雙,0,0
276,107047,2018/5/29(星期二),11142026374102,149,25,3單3雙,802766169,1
277,107046,2018/5/25(星期五),01062224324216,127,21,1單5雙,0,0
278,107045,2018/5/22(星期二),02132429414945,158,26,4單2雙,0,0
279,107044,2018/5/18(星期五),01113638414248,169,28,3單3雙,0,0
280,107043,2018/5/15(星期二),02121316324324,118,20,2單4雙,0,0
281,107042,2018/5/11(星期五),04112535374836,160,27,4單2雙,0,0
282,107041,2018/5/8(星期二),03082122374146,132,22,4單2雙,0,0
283,107040,2018/5/4(星期五),10223033364743,178,30,2單4雙,0,0
284,107039,2018/5/1(星期二),08293334464919,199,33,3單3雙,0,0
285,107038,2018/4/27(星期五),04252627304811,160,27,2單4雙,0,0
286,107037,2018/4/24(星期二),09101921353649,130,22,4單2雙,0,0
287,107036,2018/4/20(星期五),10143233354643,170,28,2單4雙,0,0
288,107035,2018/4/17(星期二),07163138404139,173,29,3單3雙,0,0
289,107034,2018/4/13(星期五),01122528404639,152,25,2單4雙,0,0
290,107033,2018/4/10(星期二),07273234414709,188,31,4單2雙,0,0
291,107032,2018/4/6(星期五),07253134474926,193,32,5單1雙,0,0
292,107031,2018/4/3(星期二),01072232343608,132,22,2單4雙,0,0
293,107030,2018/3/30(星期五),01051343444725,153,26,5單1雙,0,0
294,107029,2018/3/27(星期二),13152430384044,160,27,2單4雙,0,0
295,107028,2018/3/23(星期五),04091332344142,133,22,3單3雙,0,0
296,107027,2018/3/20(星期二),08092330374131,148,25,4單2雙,0,0
297,107026,2018/3/16(星期五),03141617434604,139,23,3單3雙,0,0
298,107025,2018/3/13(星期二),14202227283819,149,25,1單5雙,0,0
299,107024,2018/3/9(星期五),12151827303819,140,23,2單4雙,0,0
300,107023,2018/3/6(星期二),09111317384229,130,22,4單2雙,100000000,1
301,107022,2018/3/2(星期五),01121725314821,134,22,4單2雙,0,0
302,107021,2018/2/27(星期二),01031823284410,117,20,3單3雙,0,0
303,107020,2018/2/23(星期五),03071516184142,100,17,4單2雙,100000000,1
